"Symbol","Expiry1 IV","Expiry2 IV","Expiry3 IV","IV30","IV90","IV60","Expiry4 IV"
"SWCH",38.34,32.14,39.36,35.6799,35.3135,32.9296,39.21
"SWI",70.28,89.52,85.61,78.5194,87.8024,89.0929,78.16
"SWIR",58.7,67.92,64.33,62.6508,64.2336,66.6382,63.58
"SWK",28.36,32.7,31.88,34.0984,32.1153,32.5568,32.55
"SWKS",34.49,38.69,39.17,40.4674,38.9014,38.7414,39.24
"SWM",40.71,45.07,47.7,42.5802,47.5875,46.012,46.86
"SWN",80.65,95.38,92.4,77.7111,92.0426,94.3183,89.69
"SWX",0,33.4,34.2,33.3977,33.9691,33.5405,33.66
"SXC",85.35,72.96,77.41,80.0449,78.6345,74.5482,86.69
"SXI",43.16,40.61,42.99,42.0673,41.6559,40.8702,43.29
"SXT",50,30.98,27.01,27.0102,27.0102,27.0102,29.88
"SYBX",105.98,119.32,145.5,111.6931,130.8337,122.1992,0
"SYF",37.99,43.14,42.74,45.6106,42.7348,42.9956,42.72
"SYK",27.16,28.87,28.68,27.8894,28.69,28.7988,28.76
"SYKE",40.18,33.35,39.71,37.2557,37.8975,34.4855,37.07
"SYNA",46.25,53.57,49.12,49.3852,48.8801,51.9808,47.32
"SYNC",0,0,206.38,93.1197,93.1197,93.1197,93.12
"SYNH",57.25,50.09,45.77,54.1815,45.3886,48.5449,42.91
"SYNL",80.36,89.73,86.54,84.3765,86.589,88.5924,86.92
"SYRS",109.82,139.36,120.1,122.4753,125.5925,135.9212,117.59
"SYX",40.64,48.75,48.7,42.5736,48.747,46.439,0
"SYY",34.29,37.98,37.69,33.2445,37.852,37.9465,36.97
"T",25.12,26.54,25.68,27.0277,26.0735,26.235,26.59
"TA",61.31,59.6,68.22,60.5772,68.3133,62.6796,68.9
"TACO",61.5,53.65,60.71,58.1379,60.8069,56.1739,61.46
"TACT",68.21,75.08,78.42,71.1489,77.4651,75.6721,70.42
"TAIL",0,0,74.45,74.4525,70.3804,74.4525,43.66
"TAK",34.46,41.08,41.06,37.2935,41.064,41.0759,38.41
"TAL",40.48,43.56,42.11,41.8024,42.9229,43.403,41.97
"TALO",91.44,94.41,93.4,92.708,93.6886,94.2268,91.48
"TAN",63.82,60.13,56.33,59.6072,57.4186,59.4554,55.25
"TAOP",0,0,0,0,0,0,0
"TAP",32.85,35.5,36.06,33.2827,35.9011,35.5989,34.84
"TARO",0,32.19,33.82,32.1894,33.3557,32.4808,33.43
"TAST",125,69.89,75.64,101.3979,75.0807,71.9429,71.42
"TBBK",103.51,66.91,54.66,66.9142,61.5259,65.5681,51.51
"TBF",15.72,15.19,16.88,15.492,16.9418,15.7958,17.34
"TBI",45.84,63.11,45.37,53.238,55.3119,61.1649,42.06
"TBIO",108.91,107.11,101.92,108.1381,104.8254,106.5384,99.03
"TBK",56.01,48.41,49.09,52.7562,48.7096,48.4835,50.08
"TBNK",69.36,41.21,39.22,57.2994,39.7857,40.8511,42.24
"TBPH",90.32,97.53,58.59,93.408,61.4263,83.6154,80.03
"TBT",31.02,30.5,33.16,29.1344,33.3009,31.4517,33.49
"TCBI",45.61,47.5,47.11,46.4207,47.0821,47.363,46.91
"TCBK",30.53,33.13,33.03,31.6432,32.9487,33.0976,32.39
"TCDA",89.74,89.9,98.46,89.8078,93.6626,90.8386,110.04
"TCF",37.09,48.16,44.06,41.8327,45.2328,47.4324,42.98
"TCMD",39.3,52.14,56.47,44.7951,55.2338,52.9099,56.43
"TCO",0,0,0,0,0,0,0
"TCOM",35.9,35.78,38.66,35.8487,38.7504,36.8101,39.33
"TCON",133.76,141.42,160.82,137.0394,158.6517,148.3522,144.42
"TCP",36.45,26.93,28.76,26.9315,27.7355,27.1323,39.37
"TCPC",80.26,34.7,39.63,75.4217,56.0713,65.7465,38.01
"TCRR",118.91,98.72,89.58,110.262,92.1864,97.0866,85.69
"TCS",89.42,103.36,98.15,95.3892,99.6377,102.4304,98.46
"TCX",50.31,36.61,36.06,44.4421,36.3705,36.5504,36.29
"TD",20.14,18.97,20.82,19.6393,20.2948,19.3021,20.51
"TDC",44.45,49.89,45.27,46.781,46.5907,49.0662,44.34
"TDG",33.08,36.5,37.98,34.5453,37.1497,36.6621,37.04
"TDIV",29.7,22.6,20.6,26.6584,21.723,22.384,23.25
"TDOC",53,52.46,54.17,50.7395,53.6826,52.7621,53.52
"TDS",39.08,40.47,43.17,39.6758,41.6579,40.7657,41.75
"TDW",90.27,0,66.96,86.4311,71.0534,78.7423,74.93
"TDY",24.62,28.64,28.74,26.3411,28.8504,28.6773,29.55
"TEAM",38.05,47.64,45.56,50.8367,45.4413,46.8963,44.67
"TECH",25.19,29.92,28.81,27.2157,29.1245,29.7234,28.92
"TECK",46.35,51.97,52.78,110.7184,52.3265,52.0609,51.98
"TECL",66.23,72.23,75.28,68.7987,74.4127,72.7749,75.73
"TECS",69.31,80.17,84.58,77.7327,83.3218,80.9611,88.26
"TEF",5,139.4,50.59,50.5859,50.2975,50.5859,48.4
"TEL",25.98,28.54,27.51,27.0721,27.8006,28.3518,28.58
"TELL",144.73,149.9,146.49,146.9441,147.464,149.2945,142.41
"TEN",71.49,77.19,77.48,73.9312,77.3963,77.2393,78.28
"TENB",51.46,59.3,56.33,54.8199,55.9646,58.2413,53.54
"TEO",0,50.52,58.56,50.5177,53.229,51.195,60.48
"TER",35.6,45.05,42.37,39.6471,43.1361,44.5683,41.25
"TEUM",298.04,0,0,298.0352,298.0352,298.0352,0
"TEVA",44.44,50.9,47.75,47.8609,47.9302,49.7777,49.1
"TEX",47.52,52.13,52.39,49.4932,52.3149,52.1756,52.87
"TFC",33.08,36.19,36.45,34.4099,36.5626,36.2805,37.3
"TFFP",104.81,95.68,116.51,100.9003,110.5652,99.3987,127.18
"TFI",7.11,6.46,6.4,6.4047,6.4103,6.4047,6.45
"TFLO",0,0,0,13.2862,13.2862,13.2862,0
"TFSL",30.38,43.18,27.98,29.9854,28.402,29.1937,35
"TFX",32.61,34.72,33.99,33.5103,34.1955,34.587,34.9
"TG",59.43,62.93,65.07,60.9283,64.1286,63.6938,57.98
"TGB",175.71,123.89,111.86,153.5162,118.5987,122.5674,104.89
"TGH",48.39,62.47,60.34,54.4195,61.5331,62.2329,57.89
"TGI",87.53,92.53,90.84,89.6742,90.7416,91.927,90.11
"TGNA",37.81,42.72,44.22,39.9112,43.793,42.9871,44.28
"TGP",49.96,43.54,47.09,43.5377,45.0974,43.9273,46.22
"TGS",61.84,54.64,54.41,58.754,54.4728,54.598,54.75
"TGT",27.87,27.5,31.47,27.6973,30.9614,28.9182,30.29
"TGTX",71.38,85.67,83.59,77.4982,84.7543,85.4389,80.72
"THC",58.04,58.44,63.11,58.0762,60.4947,58.9543,59.73
"THCX",61.26,61.77,62.72,61.4769,62.4511,61.9397,64.22
"THD",28.09,23.72,24.77,26.2145,25.3511,24.0918,29.19
"THFF",0,38.74,40.56,38.7359,39.4609,39.3874,32.25
"THG",25.53,26.33,26.61,25.8716,26.451,26.3585,27.25
"THO",50.14,50.08,55.08,50.1158,54.9593,51.8677,54.16
"THR",58.64,51.88,49.74,55.7457,50.9372,51.6417,61.69
"THRM",55.74,39.67,41.59,48.857,41.0593,40.3579,37.56
"THS",32.45,42.93,41.19,36.9397,42.1629,42.7375,40.08
"TIF",10.8,31.18,1.3,9.376,18.0462,27.9014,1.25
"TIGR",140.08,130.39,131.09,135.9308,130.8929,130.5164,125.69
"TILE",58.34,59.23,58.25,58.7206,58.5284,59.0584,58.73
"TIMB",39.27,39.22,40.91,39.2204,39.9631,39.4059,41.61
"TIP",4.49,4.37,4.77,4.4344,4.8676,4.5107,5.51
"TISI",102.59,89.78,103.63,97.1034,103.2199,94.7277,100.53
"TISUQ",0,0,0,0,0,0,0
"TITN",41.32,42.62,44.35,41.8775,45.075,43.239,49.84
"TJX",29.1,31.25,33.29,30.9348,32.7098,31.617,33.13
"TK",109.75,71.15,88.2,93.2154,83.3371,74.1939,88.67
"TKC",48.97,51.22,53.36,49.933,52.7513,51.6004,50.52
"TKR",40.56,39.51,38.22,40.1118,38.2138,39.0498,38.15
"TLGT",0,0,0,0,0,0,0
"TLH",0,10.83,12.29,12.2884,12.1583,12.2884,11.3
"TLMD",56.97,65.54,96.48,60.6406,79.1454,68.9416,74.7
"TLND",41.48,54.63,52.32,47.1104,53.6125,54.3732,51.68
"TLRDQ",0,0,0,0,0,0,0
"TLRY",108.94,101.7,104.13,104.4207,103.4803,102.5671,99.22
"TLSA",254.16,192.93,152.6,227.935,150.7545,178.5205,138.66
"TLT",14.82,14.64,16.01,14.4296,16.1003,15.128,16.22
"TLYS",84.21,55.07,66.24,71.7326,63.056,57.0677,69.09
"TM",19.42,22.3,23.7,20.6549,23.2981,22.5483,22.99
"TMDX",105.42,87.64,65.49,97.8065,71.8138,83.6885,79.77
"TME",43.74,42.91,45.35,43.388,44.6533,43.3483,44.5
"TMF",44.27,43.86,49.5,44.0956,46.3398,44.4792,50.32
"TMHC",49.54,53.34,53.24,51.1666,53.2661,53.3225,52.82
"TMO",26.56,28.43,28.58,27.3637,28.5837,28.4874,28.58
"TMP",0,30.67,28.99,30.6748,29.4759,30.0711,32.7
"TMQ",0,88.28,100.77,88.2775,101.9262,92.7431,109.49
"TMST",93.92,99.39,97.83,96.2638,98.7016,99.2162,93.14
"TMUS",25.28,31.22,30.13,26.0577,30.7371,31.0964,29.83
"TMV",45.21,44.15,50.22,44.7576,46.8173,44.8144,52.22
"TMX",33.64,34.66,40.4,34.0784,37.1872,35.2944,40.45
"TNA",81.87,79.93,79.04,81.32,78.3534,79.6113,77.45
"TNAV",0,0,0,0,0,0,0
"TNC",47.76,36.61,33.17,42.9832,34.1488,35.995,36.58
"TNDM",50.15,49.6,54.75,52.9584,51.8626,50.1621,54.71
"TNET",29.83,42.09,39.13,35.0824,39.2297,41.0288,39.91
"TNK",64.86,60.64,65.49,63.0506,62.7693,61.1708,64.03
"TNP",56.72,62.47,70.44,59.1842,71.1062,65.3192,75.51
"TOL",39.74,42.33,46.22,41.3162,46.1773,43.7226,45.9
"TOT",34.08,35.09,34.88,34.5099,34.998,35.0649,35.51
"TOUR",186.82,151.01,155.14,171.4834,153.9641,151.7461,163.47
"TOWN",28.44,33.1,33.62,30.4387,33.7843,33.2877,34.86
"TPB",40.48,42.3,47.87,41.261,46.2786,43.294,49.29
"TPC",61.45,59.73,64.17,60.7138,62.9005,60.5195,62.93
"TPCO",56.58,149.1,64.56,96.2099,88.6847,134.0101,72.08
"TPGY",130.52,121.6,124.17,126.6967,123.4367,122.0577,115.48
"TPH",44.04,47.83,46.69,45.6651,47.0178,47.6299,46
"TPIC",71.37,70.98,71.54,71.2018,71.2267,71.0404,70.5
"TPOR",0,75.68,93.89,75.6779,92.7506,82.1866,85.26
"TPR",46.66,55.1,52.27,48.322,53.8517,54.7848,51.11
"TPRE",0,41.15,46.88,41.1544,45.2485,42.1772,48.83
"TPTX",62.59,58.18,53.92,60.6973,55.1348,57.4166,54.04
"TPVG",33.49,33.86,33.36,33.6462,33.8368,33.678,36.97
"TPX",42.6,47.89,47.44,44.8663,47.3361,47.7307,46.63
"TQQQ",64.48,70.08,71.89,67.9045,72.0628,70.7266,73.19
"TR",31.15,33.28,35.79,32.062,35.0912,34.1801,30.47
"TRC",0,46.69,36.4,46.6905,39.3346,44.8528,38.12
"TREC",0,47.86,54.16,47.8588,52.364,48.9843,58.04
"TREE",43.57,44.99,49.92,44.1812,48.5167,45.8727,49.96
"TREX",37.13,40.87,44.96,38.7355,43.7964,41.6039,44.61
"TRGP",56.42,62.21,59.71,58.9001,60.4238,61.7629,59.69
"TRHC",62.79,66.12,63.38,64.2136,64.1642,65.6298,64.02
"TRI",20.33,26.26,22.41,22.8699,23.5104,25.5737,22.3
"TRIB",135.1,133.42,126.02,134.3799,130.1629,132.6035,140.78
"TRIL",115.07,122.83,120.4,118.397,121.7638,122.5666,125.85
"TRIP",53.46,60.04,58.78,54.8004,58.6127,59.5915,57.54
"TRIT",149.38,141.09,115.47,145.8321,129.8267,138.2787,108.26
"TRMB",32.15,36.46,35.8,33.9974,36.1706,36.3904,35.58
"TRMK",39.89,36.06,36.6,38.2504,36.2968,36.1196,36
"TRN",38.43,41.74,41.98,39.8491,41.9151,41.7868,42.92
"TRNE",0,0,0,0,0,0,0
"TRNO",65.38,37.03,28.62,61.2438,44.6973,52.9705,22.92
"TROW",25.57,29.04,29.3,27.0565,29.2241,29.0895,30.01
"TROX",52.77,55.77,62.71,54.0558,58.8244,56.5349,62.65
"TRP",29.73,31.51,31.68,30.4946,31.5877,31.5312,31.33
"TRQ",59.9,63.65,64.84,61.5061,65.5421,64.0776,70.15
"TRS",38.87,48.36,41.91,42.93,41.3434,46.0517,37.65
"TRST",0,0,33.68,33.6803,33.6803,33.6803,37.24
"TRTN",32.5,35.85,36.66,33.9367,36.431,35.9986,36.63
"TRTX",44.32,55.77,47.07,49.2246,49.5525,54.2179,53.7
"TRU",31.78,32.86,32.69,32.2432,32.7773,32.8008,33.37
"TRUE",85.32,79.5,84.27,82.8278,82.9094,80.3541,85.67
"TRUP",58.96,64.42,62.84,61.2958,63.7237,64.2428,62.92
"TRV",24.26,27.79,28.58,25.77,28.3524,27.9279,28.74
"TRVG",112.83,125.39,124.39,118.2097,124.6745,125.2107,134.13
"TRVN",101.68,109.49,133.93,105.0253,135.3411,118.2225,144.63
"TRX",0,0,0,114.2005,114.2005,114.2005,114.2
"TRXC",137.05,183.8,159.58,157.0705,166.4917,179.4729,162.53
"TS",45.36,42.05,44.38,43.943,44.3267,42.8814,43.98
"TSCO",28.43,32.76,32.43,32.7418,31.2834,32.6436,29.76
"TSE",47.91,53.42,54.78,50.2725,54.0178,53.5696,55.03
"TSEM",47.42,50.11,47.51,48.5729,48.2547,49.6455,46.51
"TSG",0,0,0,0,0,0,0
"TSLA",57.81,68.88,68.28,66.0583,68.2345,68.6643,67.95
"TSLX",64.79,28.03,25.96,49.049,26.8132,27.2925,32.41
"TSM",41.55,37.79,38.54,39.3534,38.3253,37.9212,38.38
"TSN",26.34,31.66,30.84,29.7152,31.074,31.5119,30.9
"TSQ",72.67,0,82.85,75.0967,82.9478,79.9475,83.57
"TT",26.18,30.31,30.15,27.9513,30.1743,30.2541,30.37
"TTAC",22.54,22.61,22.72,22.568,22.5555,22.6462,21.48
"TTC",21.49,23.18,25.61,22.2158,25.8434,24.0508,27.37
"TTCF",93.77,99.1,97.02,96.0572,97.6136,98.7318,93.42
"TTD",53.37,60.75,61.34,52.7531,61.1719,60.8521,61.58
"TTEC",34.55,34.89,38.67,34.6961,37.5944,35.5691,37.1
"TTEK",36.95,37.96,37.53,37.385,37.4373,37.8097,36.8
"TTGT",52.99,62.11,59.26,56.8969,58.7142,61.0944,55.14
"TTI",0,0,208.06,208.0564,208.4248,208.0564,210.84
"TTM",54.53,55.3,53.53,53.9598,54.0356,54.9853,53.07
"TTMI",48.62,40.19,37.21,40.1875,37.1748,39.1217,36.98
"TTNP",185.27,316.94,160.04,182.2695,170.2485,176.259,188.23
"TTOO",0,179.08,160.43,179.0781,170.8809,177.0302,166.31
"TTT",45.6,44.79,49.62,45.2532,48.2411,45.6525,51.98
"TTWO",31.91,39.97,38.25,34.1608,38.189,39.3545,37.8
"TU",22.06,22.89,24.89,22.4163,24.7758,23.6059,23.99
"TUFN",72.19,82.96,76.68,76.8045,78.4691,81.837,73.65
"TUP",79.91,87.52,94.41,83.1698,92.4435,88.7503,93.21
"TUR",43.58,43.63,44.27,43.6,43.9112,43.7017,45.36
"TURN",97.45,70.86,67.12,70.8645,65.3041,69.525,53.41
"TUSK",156.65,124.06,107.35,142.6929,116.7135,122.2271,102.61
"TV",47.59,51.34,48.75,49.1973,49.4911,50.8756,50.8
"TVTX",73.87,106.77,93.51,87.961,91.5834,102.0342,78.94
"TVTY",53.58,64.86,65.65,58.4105,65.2066,64.9433,64.88
"TW",35.3,36.53,34.85,35.8292,35.3277,36.2303,35.21
"TWI",83.13,89.66,95.41,85.9252,93.7651,90.6828,93.14
"TWIN",0,72.71,68.9,72.7068,68.308,71.3453,64.44
"TWLO",49.83,58.01,53.9,55.1324,55.0702,57.2767,52.83
"TWM",60.95,62.57,63.01,61.6468,62.8843,62.6497,61.12
"TWNK",25.3,28.77,27.91,26.7856,28.152,28.6144,24.25
"TWO",47.4,43.65,43.81,45.7962,43.9795,43.7081,45.09
"TWOU",56,68.83,67.21,61.4979,65.6059,68.2538,63.48
"TWST",83.33,84.95,85.19,84.024,85.1182,84.9912,84.95
"TWTR",39.91,57.59,56.21,43.3156,55.7954,57.0994,53.04
"TX",44.09,43.15,46.27,43.6892,44.5225,43.4931,44.18
"TXG",54.07,54.53,53.84,54.2644,54.2274,54.4547,52.38
"TXMD",102.55,105.24,100.3,103.7023,101.3855,103.4762,108.49
"TXN",24.76,29.88,29.64,32.402,29.2657,29.795,28.77
"TXRH",37.36,41.09,42.1,38.9569,42.1385,41.4505,42.41
"TXT",38.85,41,40.81,39.7702,40.8279,40.9339,40.96
"TYD",16.89,14.74,16.15,17.0428,17.0428,17.0428,16.76
"TYL",30.17,31.56,31.47,30.7667,31.4279,31.5274,31.18
"TYME",210.93,296.5,211.98,247.5779,236.0968,281.41,178.51
"TYO",0,36.11,91.02,66.3141,66.3141,66.3141,66.31
"TZA",85.22,90.9,89.18,85.7308,89.6737,90.5922,87.24
"TZOO",65.16,77.75,84.16,70.5548,83.7537,80.0418,81.11
"U",70.99,78.98,86.09,74.4149,82.1088,79.7636,83.65
"UA",47.81,60.11,53.83,47.7873,55.6241,58.9927,54.13
"UAA",48.36,59.77,55.15,48.6313,56.4706,58.9467,54
"UAL",58.83,60.76,61.73,63.3413,61.7481,61.1056,61.89
"UAMY",0,0,224.2,224.1976,224.1976,224.1976,220.5
"UAN",66.2,77.32,73.83,70.9603,75.7826,76.934,74.24
"UBA",37.8,47.19,50.15,41.8197,48.4934,47.516,53.8
"UBER",44.49,51.34,50.46,43.6908,50.4458,51.0275,50.36
"UBS",0,28.98,33.43,28.9766,30.9334,29.4654,31.66
"UBSI",40.15,38.68,38.96,39.5226,38.8051,38.7119,39.04
"UBT",30.22,28.66,31.53,29.549,30.7069,29.1694,33.25
"UBX",115.89,130.55,131.53,122.1657,130.9789,130.6563,131.26
"UCBI",35.57,34.72,35.28,35.2102,35.6822,34.9236,38.3
"UCO",61.92,62.1,63.52,61.2746,63.1161,62.357,65.41
"UCTT",54.98,60.62,59.44,57.3963,59.3378,60.1972,58.67
"UDN",9.27,7.92,8.3,8.6875,8.368,8.053,8.81
"UDOW",53.51,55.52,56.75,54.3678,56.973,55.9571,58.45
"UDR",33.21,33.26,32.29,33.2315,32.5643,33.0859,31.88
"UE",69.26,51.59,54.56,61.6924,54.0998,52.6491,51.07
"UEC",141.49,116.47,113.26,130.7721,115.0581,116.1162,109.11
"UEIC",61.08,45.67,49.64,54.4786,47.4155,46.1063,47.44
"UEPS",78.03,72.75,78.62,75.7703,76.9469,73.7997,68.87
"UFCS",33.19,53.5,50.38,41.8903,52.1304,53.1605,43.53
"UFI",52.92,69.62,60.89,60.0747,60.3711,66.5002,56.97
"UFPI",45.13,42.73,43.52,44.1004,43.2911,42.867,41.73
"UFS",46.5,50.84,47.91,48.3627,48.7489,50.3208,47.65
"UGA",35.81,36.74,38.43,36.208,37.9483,37.0394,39.45
"UGI",28.2,31.44,32.45,29.5884,32.1647,31.6216,32.92
"UGL",35.81,37.13,39.13,36.3773,38.557,37.4892,40.55
"UGP",0,45.24,46.81,45.2388,45.9289,45.4112,49.71
"UHAL",22.76,29.15,28.19,25.4974,28.2199,28.8033,28.45
"UHS",35.21,37.63,38.55,36.2462,38.2887,37.7977,38.12
"UHT",0,35.41,35.99,35.4132,36.5099,35.6198,39.91
"UI",37.26,58.02,50.97,46.1554,50.8031,55.5035,49.7
"UIHC",76.97,89.7,65.88,82.4244,79.2284,87.0859,68.39
"UIS",45.48,50.64,49.47,47.6927,49.8017,50.4307,48.57
"UL",19.88,22.64,23.41,21.0612,22.9794,22.7237,24.16
"ULBI",0,60.35,60.63,60.3538,60.497,60.4519,59.64
"ULE",13.83,13.27,13.43,13.5884,13.3408,13.2855,13.12
"ULTA",41.3,40.65,45.94,40.5275,45.7705,42.5398,44.67
"UMBF",0,36.65,34.58,34.5772,34.9645,34.5772,37.51
"UMC",79.35,84.84,81.92,81.6978,82.7489,84.3153,85.02
"UMDD",65.73,67.21,67.95,66.3664,67.6968,67.4742,66.07
"UMH",26.7,34.26,41.48,34.258,40.5416,36.8391,34.38
"UMPQ",71.86,44.55,38.25,60.1666,38.2038,42.3021,37.88
"UN",0,0,0,0,0,0,0
"UNF",41.8,33.39,33.94,38.1979,33.6335,33.4511,33.19
"UNFI",61.15,63.99,68.64,62.3659,66.0326,64.4971,68.03
"UNG",58.11,59.9,59.45,61.3168,59.5782,59.8178,57.98
"UNH",30.48,29.66,29.76,31.2719,29.8491,29.6991,30.42
"UNIT",43.25,43.11,47.11,43.1889,44.8688,43.5494,47.59
"UNL",0,0,0,0,0,0,0
"UNM",41.65,43.38,43.73,42.3906,43.9143,43.5074,45.11
"UNP",25.64,30.19,30.21,31.3762,30.1994,30.1935,29.95
"UNVR",37.59,46.24,42.11,41.2948,42.4285,44.7638,44.5
"UPLD",49.6,48.52,51.39,49.1386,50.5708,49.0294,51.29
"UPRO",50.68,53.86,56.25,52.5546,56.3931,54.7103,57.36
"UPS",25.26,32.6,30,28.7797,30.7444,32.1372,30.77
"UPWK",66.21,66.7,76.37,66.4184,73.6146,68.4288,77.26
"URA",34.94,43.66,47.92,38.6716,46.7019,44.4183,49.2
"URBN",55.03,50.91,57.27,50.4174,56.9353,53.1838,54.73
"URE",37.34,38.18,41.93,37.7007,42.0735,39.5182,43.04
"URGN",88.09,84.36,84.05,86.4917,84.2249,84.3252,82.39
"URI",40.41,43.77,43.99,43.6573,44.0368,43.8501,44.36
"URNM",47.1,45.66,46.42,46.4812,46.2046,45.7948,45.73
"URTH",11.79,19.1,18.81,13.4608,18.8894,16.8054,19.42
"URTY",82.76,80.88,77.57,81.957,79.423,80.5151,74.21
"USAC",49.02,47.43,44.46,48.3413,44.5493,46.3696,45.12
"USAK",111.47,122.62,102.14,122.6211,107.9842,118.9644,96.98
"USAT",90.33,75.94,88.33,84.1677,86.2967,80.3692,72.97
"USB",29.91,32.4,32.57,32.4001,32.5613,32.4578,32.5
"USCR",53.32,54.07,57.72,53.6418,55.6784,54.4755,56.29
"USD",54.38,58.62,61.19,56.1926,59.7482,58.8996,61.05
"USDU",231.16,137.31,86.53,86.5255,86.5255,86.5255,38.35
"USFD",46.07,47.55,47.7,46.7061,47.6609,47.5803,47.73
"USHY",6.49,0,0,6.4907,6.4907,6.4907,0
"USIG",9.77,9.44,8.9,9.4441,9.0544,9.3468,9.4
"USL",33.33,32.86,34.85,33.1282,34.2799,33.2146,36.47
"USM",43.94,44.04,40.76,43.9791,41.6973,43.4516,42.96
"USMC",0,0,0,0,0,0,0
"USMV",14.76,15.7,16.73,15.1613,16.79,16.066,17.18
"USNA",47.64,50.93,45.78,49.0506,47.2529,50.0117,47.04
"USO",31.95,33.41,34.68,32.0583,34.3191,33.6345,36.02
"USPH",49.16,39.28,44.12,44.9315,44.1348,41.0097,44.25
"UST",11.44,10.11,10.82,10.8725,10.4229,10.1886,11.12
"USX",70.08,82.15,80.89,75.2487,81.5952,82.0114,80.15
"UTHR",45.25,38.3,39.24,42.2711,38.7137,38.4033,37.99
"UTI",58.75,75.93,74.15,72.2963,72.2963,72.2963,72.3
"UTL",0,38.13,36.79,38.1252,36.2855,37.6467,33
"UTSI",0,167.2,150.78,167.2019,159.9813,165.3981,142.09
"UTSL",92.37,61.13,72.02,61.1296,65.9183,62.3259,72.17
"UTZ",39.79,44.89,43.61,41.9733,43.9723,44.66,40.87
"UUP",8.41,9.4,9.28,9.8048,9.3002,9.3561,9.41
"UUUU",119.32,122.7,127.91,120.7667,126.4206,123.6273,121.68
"UVE",45.56,42.62,47.2,44.3013,44.6345,43.1216,46.85
"UVSP",46.22,43.42,49.67,45.0184,48.7835,45.651,43
"UVV",38.12,36.03,32.18,37.2257,34.3347,35.6041,32.99
"UVXY",142.98,153.62,155.78,147.2044,156.0759,154.3898,158.05
"UWM",56.89,54.36,54.1,55.8064,54.1743,54.3136,52.07
"UXIN",164.13,175.33,207.75,168.925,189.5828,178.8878,199.84
"UYG",41.47,39.93,40.61,40.8089,40.7071,40.1706,41.35
"UYM",46.53,44.47,43.59,45.6481,44.0839,44.3758,44.31
"V",24,26.8,27.57,26.9472,27.6534,27.0708,28.22
"VAC",46.65,45.84,48.59,46.3016,47.804,46.3311,47.05
"VALE",44.7,49.32,47.92,44.823,47.1065,48.8201,46.03
"VALPQ",0,0,0,0,0,0,0
"VAPO",75.38,78.79,76.73,76.8393,77.3146,78.4207,76.63
"VAR",0.86,6.31,10.17,3.1915,10.3798,7.6896,11.25
"VAW",25.07,24.38,24.77,24.7742,24.5538,24.4248,25.63
"VB",24.71,24.25,24.22,24.5123,24.2873,24.2396,24.71
"VBIV",127.72,108.52,129.81,119.4982,123.7335,112.3209,129.54
"VBK",27.14,26.55,26.54,26.8876,26.4271,26.5479,25.67
"VBLT",0,143.98,155.62,143.978,154.8049,148.1378,149.46
"VBR",28.03,27.53,27.27,27.8118,27.1907,27.434,26.67
"VBTX",42.04,43.79,39.21,42.7903,40.5185,42.9735,42.96
"VC",47.66,46.99,48.13,47.3727,48.2792,47.396,49.27
"VCEL",66.71,58.1,63.98,63.023,62.3023,59.1484,63.3
"VCIT",5.04,5.74,6.17,5.3373,5.927,5.7841,6.23
"VCLT",10.74,10.66,10.93,10.701,11.0365,10.7532,11.74
"VCNX",158.95,246.16,155.2,196.3042,181.1587,229.9221,162.17
"VCR",20.27,24.18,23.95,21.946,24.0501,24.0964,24.7
"VCRA",45.52,58.23,57.23,50.9649,57.5133,58.0521,52.98
"VCYT",120.96,89.69,86.49,107.5707,85.6672,88.5491,80.28
"VDC",14.66,15.45,17.01,14.9998,16.5625,15.7277,17.5
"VDE",39.24,40.39,40.4,39.7294,40.2168,40.3944,38.99
"VEA",17.64,18.09,18.62,17.8351,18.5927,18.2805,18.44
"VEC",58.94,43.97,49.2,52.5257,46.2695,44.5417,51.59
"VECO",46.87,55.18,52.07,50.4272,52.9559,54.6256,52.87
"VEDL",58.24,50.86,56.84,55.0784,56.6007,52.9979,55.02
"VEEV",38.38,37.84,40.88,38.1514,40.8338,38.9262,40.56
"VEON",0,126.94,93.08,93.0819,89.6347,93.0819,67.01
"VER",31.85,39.42,37.56,35.0917,38.0892,39.0902,37.34
"VERI",102.9,109.35,112.07,105.6629,110.5457,109.6458,111.54
"VERU",138.76,146.7,151.61,142.1608,150.2101,147.5744,138.36
"VET",93.7,74.87,94.85,85.6356,92.1157,82.0061,74.18
"VEU",17.82,22.89,18.38,19.9922,18.4259,21.2741,18.75
"VFC",31.52,36.85,36.78,38.0408,36.8187,36.8433,36.85
"VFF",127.78,107.45,103.6,119.0719,103.6371,106.0745,103.86
"VFH",23.09,23.32,24.25,23.1904,23.7299,23.4245,24.33
"VG",44.11,55.74,54.56,49.0952,54.483,55.3197,54
"VGAC",78.8,73.96,86.49,76.7231,80.536,78.434,72.64
"VGIT",0,0,0,0,0,0,0
"VGK",21.32,20.98,21.2,21.1716,21.2758,21.0567,21.78
"VGR",35.56,36.7,43.43,36.0479,39.6598,37.4388,42.77
"VGSH",0,0,0,0,0,0,0
"VGT",23.62,25.66,26.89,24.494,26.2039,25.7989,26.5
"VGZ",0,0,0,0,0,0,0
"VHC",50.03,64.28,70.5,56.1362,71.012,66.5063,74.36
